reference_id,pubmed_id,doi,title,authors,journal,year,github_url,open_access,status,confidence
1243,38243835,10.2987/23-7155,"Insecticide Susceptibility and KDR Mutations in Aedes Albopictus Collected from Seven Districts of Guangyuan city, Northern Sichuan, China.","Zhao Qiongyao, Jia Yongchao, Lu Xiaoqiang, Liu Yanchun, Yin Zhongyi, Zhang Yanfang, Fu Y U, Luo Xing et al.",Journal of the American Mosquito Control Association,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.324, ""has_github"": false, ""has_abstract"": true}"
1566,38669030,10.1001/jamahealthforum.2024.0688,Screening Strategies to Reduce COVID-19 Mortality in Nursing Homes.,"Dong Shirley, Jutkowitz Eric, Giardina John, Bilinski Alyssa",JAMA health forum,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
1565,39078828,10.1371/journal.pmed.1004433,Using contact network dynamics to implement efficient interventions against pathogen spread in hospital settings: A modelling study.,"Leclerc Quentin J, Duval Audrey, Guillemot Didier, Opatowski Lulla, Temime Laura",PLoS medicine,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
1564,39628650,10.1016/j.cris.2024.100101,Life history traits of the target pest and transmission routes of the biocide are critical for the success of the boosted Sterile Insect Technique.,"Herbillon Fanny, Diouf Esther Gnilane, Brévault Thierry, Haramboure Marion, Fellous Simon, Piou Cyril",Current research in insect science,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
912,39143338,10.1007/s10661-024-12967-7,"Spatial mapping of dengue fever prevalence and its association with geo-climatic factors in Lahore, Pakistan.","Rehman Wafa, Nasar-U-Minallah Muhammad, Butt Ibtisam",Environmental monitoring and assessment,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
1242,39542151,10.1016/j.actatropica.2024.107467,Interplay of climate change with physiological changes in adult Aedes albopictus.,"Enukoha Chinazom, Talbalaghi Asghar, Hassandoust Sahar, Fossati Fabio, Bazzoni Marco, Parisato Simone, Puccioni David, Erbetta Laura et al.",Acta tropica,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
1241,39696481,10.1186/s13071-024-06586-x,Risk of Aedes-borne diseases in and around the Tanzanian seaport of Tanga despite community members being more concerned about malaria.,"Abas Amri S, Simfukwe Alfred J, Masalu John P, Kahamba Najat F, Nambunga Ismail H, Msaky Dickson S, Limwagu Alex J, Kipekepeke Abdallah R et al.",Parasites & vectors,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
231,38316373,10.1016/j.mbs.2024.109155,"Delay epidemic models determined by latency, infection, and immunity duration.","Saade Masoud, Ghosh Samiran, Banerjee Malay, Volpert Vitaly",Mathematical biosciences,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.627, ""has_github"": false, ""has_abstract"": true}"
701,38125201,10.1016/j.idm.2023.11.010,SEIRS model for malaria transmission dynamics incorporating seasonality and awareness campaign.,Ochieng Francis Oketch,Infectious Disease Modelling,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.667, ""has_github"": false, ""has_abstract"": true}"
911,39427704,10.1016/j.ijid.2024.107275,Addressing the rise of autochthonous vector-borne diseases in a warming Europe.,"Fleischmann Wim A, Cao Le Chi, Nurjadi Dennis, Velavan Thirumalaisamy P",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
910,39733133,10.1038/s41598-024-83358-8,Enhance fashion classification of mosquito vector species via self-supervised vision transformer.,"Kittichai Veerayuth, Kaewthamasorn Morakot, Chaiphongpachara Tanawat, Laojun Sedthapong, Saiwichai Tawee, Naing Kaung Myat, Tongloy Teerawat, Boonsang Siridech et al.",Scientific reports,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
1022,38180846,10.1097/QAI.0000000000003319,The AIDS Epidemic Model 2023 for Estimating HIV Trends and Transmission Dynamics in Asian Epidemic Settings.,"Brown Tim, Peerapatanapokin Wiwat, Siripong Nalyn, Puckett Robert",Journal of acquired immune deficiency syndromes (1999),2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
236,38689854,10.1016/j.idm.2024.04.006,"Mathematical modeling for estimating influenza vaccine efficacy: A case study of the Valencian Community, Spain.","Andreu-Vilarroig Carlos, Villanueva Rafael J, González-Parra Gilberto",Infectious Disease Modelling,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
706,39006106,10.1016/j.idm.2024.06.003,Modeling and investigating malaria P. Falciparum and P. Vivax infections: Application to Djibouti data.,"Souleiman Yahyeh, Ismail Liban, Eftimie Raluca",Infectious Disease Modelling,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.633, ""has_github"": false, ""has_abstract"": true}"
1556,38714946,10.1186/s12879-024-09330-z,Impact of interventions to reduce nosocomial transmission of SARS-CoV-2 in English NHS Trusts: a computational modelling study.,"Evans Stephanie, Stimson James, Pople Diane, White Peter J, Wilcox Mark H, Robotham Julie V",BMC infectious diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.41, ""has_github"": false, ""has_abstract"": true}"
510,38307747,10.1016/j.vaccine.2024.01.072,Modelling the health and economic impacts ofM72/AS01,"Sumner Tom, Clark Rebecca A, Mukandavire Christinah, Portnoy Allison, Weerasuriya Chathika K, Bakker Roel, Scarponi Danny, Hatherill Mark et al.",Vaccine,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.458, ""has_github"": false, ""has_abstract"": true}"
73,38409877,10.1002/sim.10050,Detecting changes in the transmission rate of a stochastic epidemic model.,"Huang Jenny, Morsomme Raphaël, Dunson David, Xu Jason",Statistics in medicine,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.447, ""has_github"": false, ""has_abstract"": true}"
1548,38372618,10.1097/EDE.0000000000001703,Simulating the Simultaneous Impact of Medication for Opioid Use Disorder and Naloxone on Opioid Overdose Death in Eight New York Counties.,"Cerdá Magdalena, Hamilton Ava D, Hyder Ayaz, Rutherford Caroline, Bobashev Georgiy, Epstein Joshua M, Hatna Erez, Krawczyk Noa et al.","Epidemiology (Cambridge, Mass.)",2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.424, ""has_github"": false, ""has_abstract"": true}"
828,38888640,10.1007/s11538-024-01321-0,Mathematical Assessment of the Role of Intervention Programs for Malaria Control.,"Korsah Maame Akua, Johnston Stuart T, Tiedje Kathryn E, Day Karen P, Flegg Jennifer A, Walker Camelia R",Bulletin of mathematical biology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
1235,38273521,10.1111/gcb.17041,"Phenotypic adaptation to temperature in the mosquito vector, Aedes aegypti.","Dennington Nina L, Grossman Marissa K, Ware-Gilmore Fhallon, Teeple Janet L, Johnson Leah R, Shocket Marta S, McGraw Elizabeth A, Thomas Matthew B",Global change biology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
444,38278313,10.1016/j.actatropica.2024.107130,"Modelling of tuberculosis dynamics incorporating indirect transmission of contaminated environment and infectivity of smear-negative individuals: A case study for Xinjiang, China.","Gao Chunjie, Zhang Tao, Liao Ying, Wang Yingdan, Jiao Haiyan, Wu Mengjuan, Cui Qianqian, Wang Kai et al.",Acta tropica,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.633, ""has_github"": false, ""has_abstract"": true}"
1544,39511467,10.1186/s12879-024-10127-3,Model-inferred timing and infectious period of the chickenpox outbreak source.,"Liang Chang-Wei, Lv Qiu-Ying, Chen Zhi-Gao, Xu Bin, Lai Ying-Si, Zhang Zhen",BMC infectious diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.467, ""has_github"": false, ""has_abstract"": true}"
1543,39571488,10.1016/j.epidem.2024.100800,Modelling plausible scenarios for the Omicron SARS-CoV-2 variant from early-stage surveillance.,"Banks Christopher J, Colman Ewan, Wood Anthony J, Doherty Thomas, Kao Rowland R",Epidemics,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.467, ""has_github"": false, ""has_abstract"": true}"
1540,37946322,10.1093/aje/kwad218,Relative Role of Age Groups and Indoor Environments in Influenza Transmission Under Different Urbanization Rates in China.,"Lei Hao, Zhang Nan, Xiao Shenglan, Zhuang Linan, Yang Xueze, Chen Tao, Yang Lei, Wang Dayan et al.",American journal of epidemiology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.49, ""has_github"": false, ""has_abstract"": true}"
248,39671367,10.1371/journal.pone.0310733,Estimating the time of Highly Pathogenic Avian Influenza virus introduction into United States poultry flocks during the 2022/24 epizootic.,"Ssematimba Amos, Malladi Sasidhar, Bonney Peter J, St Charles Kaitlyn M, Hutchinson Holden C, Schoenbaum Melissa, Marusak Rosemary, Culhane Marie R et al.",PloS one,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.56, ""has_github"": false, ""has_abstract"": true}"
37,38872563,10.3934/mbe.2024260,Threshold dynamics of a switching diffusion SIR model with logistic growth and healthcare resources.,"Wu Shuying, Yuan Sanling",Mathematical biosciences and engineering : MBE,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.567, ""has_github"": false, ""has_abstract"": true}"
1537,38813579,10.1016/j.dialog.2024.100179,Incorporating endogenous human behavior in models of COVID-19 transmission: A systematic scoping review.,"Hamilton Alisa, Haghpanah Fardad, Tulchinsky Alexander, Kipshidze Nodar, Poleon Suprena, Lin Gary, Du Hongru, Gardner Lauren et al.",Dialogues in health,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.51, ""has_github"": false, ""has_abstract"": true}"
862,38698345,10.1186/s12879-024-09341-w,The influence of gender and temephos exposure on community participation in dengue prevention: a compartmental mathematical model.,"Alvarado-Castro Víctor Manuel, Vargas-De-León Cruz, Paredes-Solis Sergio, Li-Martin Alian, Nava-Aguilera Elizabeth, Morales-Pérez Arcadio, Legorreta-Soberanis José, Sánchez-Gervacio Belén Madeline et al.",BMC infectious diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.5, ""has_github"": false, ""has_abstract"": true}"
488,38090609,10.1016/j.idm.2023.11.002,Analysis of the impact of treatments on HIV/AIDS and Tuberculosis co-infected population under random perturbations.,Otunuga Olusegun Michael,Infectious Disease Modelling,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.508, ""has_github"": false, ""has_abstract"": true}"
82,39391520,10.1016/j.heliyon.2024.e38204,A vaccination-based COVID-19 model: Analysis and prediction using Hamiltonian Monte Carlo.,"Jdid Touria, Benbrahim Mohammed, Kabbaj Mohammed Nabil, Naji Mohamed",Heliyon,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.44, ""has_github"": false, ""has_abstract"": true}"
566,39100187,10.1098/rsos.231715,Improving tuberculosis control: assessing the value of medical masks and case detection-a multi-country study with cost-effectiveness analysis.,"Aldila Dipo, Fardian Basyar Lauzha, Chukwu Chidozie Williams, Hifzhudin Noor Aziz Muhamad, Kamalia Putri Zahra",Royal Society open science,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
32,38608314,10.1063/5.0187872,Delay induced stability switch in a mathematical model of CD8 T-cell response to SARS-CoV-2 mediated by receptor ACE2.,"Lv Jinlong, Ma Wanbiao","Chaos (Woodbury, N.Y.)",2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.573, ""has_github"": false, ""has_abstract"": true}"
592,39027389,10.3934/publichealth.2024032,On mathematical modelling of measles disease via collocation approach.,"Ahmed Shahid, Jahan Shah, Shah Kamal, Abdeljawad Thabet",AIMS public health,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.525, ""has_github"": false, ""has_abstract"": true}"
712,39075079,10.1038/s41598-024-66503-1,Stability analysis of a nonlinear malaria transmission epidemic model using an effective numerical scheme.,"He Jian Jun, Aljohani Abeer, Mustafa Shahbaz, Shokri Ali, Khalsaraei Mohammad Mehdizadeh, Mukalazi Herbert",Scientific reports,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
5,38954691,10.1371/journal.pone.0303791,A mathematical model of COVID-19 with multiple variants of the virus under optimal control in Ghana.,"Kim Young Rock, Min Youngho, Okogun-Odompley Joy Nana",PloS one,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.76, ""has_github"": false, ""has_abstract"": true}"
1525,39094766,10.1016/j.jfp.2024.100337,Developing an Agent-Based Model that Predicts Listeria spp. Transmission to Assess Listeria Control Strategies in Retail Stores.,"Jung YeonJin, Qian Chenhao, Barnett-Neefs Cecil, Ivanek Renata, Wiedmann Martin",Journal of food protection,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.543, ""has_github"": false, ""has_abstract"": true}"
1225,39652620,10.1371/journal.pntd.0012713,Strategic vaccination responses to Chikungunya outbreaks in Rome: Insights from a dynamic transmission model.,"Sloof Albertus Constantijn, Boer Martijn, Vondeling Gerard T, de Roo Adrianne M, Jaramillo Juan Carlos, Postma Maarten J",PLoS neglected tropical diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.61, ""has_github"": false, ""has_abstract"": true}"
895,38547924,10.2987/23-7160,Aedes aegypti Knockdown Resistance Mutations and Dengue Virus Infection in Haiti.,"Estep Alden S, Sanscrainte Neil D, Okech Bernard A",Journal of the American Mosquito Control Association,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.325, ""has_github"": false, ""has_abstract"": true}"
1219,39182370,10.1016/j.compbiomed.2024.109069,The transmission dynamics of an infectious disease model in fractional derivative with vaccination under real data.,"Khan Muhammad Altaf, DarAssi Mahmoud H, Ahmad Irfan, Seyam Noha Mohammad, Alzahrani Ebraheem",Computers in biology and medicine,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.357, ""has_github"": false, ""has_abstract"": true}"
1217,38294063,10.1002/jmv.29442,Supercritical and homogenous transmission of monkeypox in the capital of China.,"Zhang Yunjun, Zhou Xiaohua",Journal of medical virology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
887,38942132,10.1016/j.actatropica.2024.107304,A system dynamics modelling and analytical framework for imported dengue outbreak surveillance and risk mapping.,"Del-Águila-Mejía Javier, Morilla Fernando, Donado-Campos Juan de Mata",Acta tropica,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.375, ""has_github"": false, ""has_abstract"": true}"
628,38227558,10.1371/journal.pgph.0002656,"Evaluating the potential impact of rubella-containing vaccine introduction on congenital rubella syndrome in Afghanistan, Dem. Republic of Congo, Ethiopia, Nigeria, and Pakistan: A mathematical modeling study.","Rodriguez-Cartes Sebastian A, Zhang Yiwei, Mayorga Maria E, Swann Julie L, Allaire Benjamin T",PLOS global public health,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.425, ""has_github"": false, ""has_abstract"": true}"
1519,39163380,10.1371/journal.pone.0309215,Wild salmon migration routes influence sea lice infestations: An agent-based model predicting farm-related infestations on juvenile salmon.,"Jeong Jaewoon, McEwan Gregor",PloS one,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
1212,38840980,10.3389/fepid.2024.1334964,Exploring the dynamics of monkeypox transmission with data-driven methods and a deterministic model.,Das Haridas K,Frontiers in epidemiology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.533, ""has_github"": false, ""has_abstract"": true}"
1515,38509526,10.1186/s12889-024-18310-6,How individuals' opinions influence society's resistance to epidemics: an agent-based model approach.,"Yu Geonsik, Garee Michael, Ventresca Mario, Yih Yuehwern",BMC public health,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.624, ""has_github"": false, ""has_abstract"": true}"
1514,38820570,10.1371/journal.pcbi.1012128,Evaluating targeted COVID-19 vaccination strategies with agent-based modeling.,"Hladish Thomas J, Pillai Alexander N, Pearson Carl A B, Toh Kok Ben, Tamayo Andrea C, Stoltzfus Arlin, Longini Ira M",PLoS computational biology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.624, ""has_github"": false, ""has_abstract"": true}"
713,38684842,10.1038/s41598-024-60555-z,A mathematical model for mapping the insecticide resistance trend in the Anopheles gambiae mosquito population under climate variability in Africa.,"Agboka Komi Mensah, Wamalwa Mark, Mutunga James Mutuku, Tonnang Henri E Z",Scientific reports,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
714,38553759,10.1186/s13071-024-06234-4,Optimizing malaria vector control in the Greater Mekong Subregion: a systematic review and mathematical modelling study to identify desirable intervention characteristics.,"Wang Yuqian, Chitnis Nakul, Fairbanks Emma L",Parasites & vectors,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
1511,39867600,10.3389/fvets.2024.1466986,Contagious acquisition of antimicrobial resistance is critical for explaining emergence in western Canadian feedlots-insights from an agent-based modelling tool.,"Ramsay Dana, McDonald Wade, Thompson Michelle, Erickson Nathan, Gow Sheryl, Osgood Nathaniel D, Waldner Cheryl",Frontiers in veterinary science,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.643, ""has_github"": false, ""has_abstract"": true}"
1510,38772119,10.1016/j.prevetmed.2024.106230,Untangling the stranglehold through mathematical modelling of Streptococcus equi subspecies equi transmission.,"Houben R M A C, Newton J R, van Maanen C, Waller A S, Sloet van Oldruitenborgh-Oosterbaan M M, Heesterbeek J A P",Preventive veterinary medicine,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.657, ""has_github"": false, ""has_abstract"": true}"
1509,38271401,10.1371/journal.pone.0290821,System identifiability in a time-evolving agent-based model.,"Robin Tal T, Cascante-Vega Jaime, Shaman Jeffrey, Pei Sen",PloS one,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.676, ""has_github"": false, ""has_abstract"": true}"
1507,38835609,10.3389/fpubh.2024.1344916,COVID-19 outbreaks in residential aged care facilities: an agent-based modeling study.,"McAndrew Fenella, Sacks-Davis Rachel, Abeysuriya Romesh G, Delport Dominic, West Daniel, Parta Indra, Majumdar Suman, Hellard Margaret et al.",Frontiers in public health,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.69, ""has_github"": false, ""has_abstract"": true}"
38,38838933,10.1016/j.mbs.2024.109226,Modeling correlated uncertainties in stochastic compartmental models.,"Mamis Konstantinos, Farazmand Mohammad",Mathematical biosciences,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.567, ""has_github"": false, ""has_abstract"": true}"
873,38823767,10.1016/j.jtbi.2024.111865,Assessing dengue risk globally using non-Markovian models.,"Vajdi Aram, Cohnstaedt Lee W, Scoglio Caterina M",Journal of theoretical biology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
1503,39100242,10.1016/j.lana.2024.100845,The population-level impact of introducing rapid diagnostic tests on syphilis transmission in Canadian arctic communities - a mathematical modeling study.,"Xia Yiqing, Caya Chelsea, Morin Véronique, Singh Ameeta E, Serhir Bouchra, Libman Michael, Goldfarb David M, Wong Tom et al.",Lancet regional health. Americas,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.71, ""has_github"": false, ""has_abstract"": true}"
886,39242617,10.1038/s41467-024-52144-5,Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus.,"Brass Dominic P, Cobbold Christina A, Purse Bethan V, Ewing David A, Callaghan Amanda, White Steven M",Nature communications,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.375, ""has_github"": false, ""has_abstract"": true}"
1502,39024889,10.1016/j.epidem.2024.100779,Role of heterogeneity: National scale data-driven agent-based modeling for the US COVID-19 Scenario Modeling Hub.,"Chen Jiangzhuo, Bhattacharya Parantapa, Hoops Stefan, Machi Dustin, Adiga Abhijin, Mortveit Henning, Venkatramanan Srinivasan, Lewis Bryan et al.",Epidemics,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.724, ""has_github"": false, ""has_abstract"": true}"
733,39251932,10.1186/s12879-024-09878-w,Determining dengue infection risk in the Colombo district of Sri Lanka by inferencing the genetic parameters of Aedes mosquitoes.,"Chathurangika Piyumi, Premadasa Lakmini S, Perera S S N, De Silva Kushani",BMC infectious diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.533, ""has_github"": false, ""has_abstract"": true}"
885,39428492,10.1038/s41598-024-76176-5,Estimating dynamics of dengue disease in Colombo district of Sri Lanka with environmental impact by quantifying the per-capita vector density.,"Chathurangika Piyumi, Perera S S N, De Silva S A Kushani",Scientific reports,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.375, ""has_github"": false, ""has_abstract"": true}"
993,39407271,10.1186/s12916-024-03670-y,"Exploratory analysis of the potential impact of violence on HIV among female sex workers in Mombasa, Kenya: a mathematical modelling study.","Pickles Michael, Mountain Elisa, Bhattacharjee Parinita, Kioko Japheth, Musimbi Janet, Musyoki Helgar, Gichangi Peter, Stannah James et al.",BMC medicine,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.733, ""has_github"": false, ""has_abstract"": true}"
284,39412212,10.1080/14760584.2024.2417854,Cost-effectiveness of cell-based influenza vaccine in France.,"Gavazzi Gaetan, Paccalin Marc, Berkovitch Quentin, Leleu Henri, Moreau Romain, Ciglia Emanuele, Burlet Nansa, Mould-Quevedo Joaquin",Expert review of vaccines,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.467, ""has_github"": false, ""has_abstract"": true}"
285,38932304,10.3390/vaccines12060574,Cost-Effectiveness of Adjuvanted Quadrivalent Influenza Vaccine for Adults over 65 in France.,"Paccalin Marc, Gavazzi Gaëtan, Berkovitch Quentin, Leleu Henri, Moreau Romain, Ciglia Emanuele, Burlet Nansa, Mould-Quevedo Joaquin F",Vaccines,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.467, ""has_github"": false, ""has_abstract"": true}"
868,38863023,10.1186/s13071-024-06308-3,Spatial and temporal analysis on the impact of ultra-low volume indoor insecticide spraying on Aedes aegypti household density.,"Kawiecki Anna B, Morrison Amy C, Barker Christopher M",Parasites & vectors,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.442, ""has_github"": false, ""has_abstract"": true}"
734,38972560,10.1016/j.actatropica.2024.107311,Seasonal variability and stochastic branching process in malaria outbreak probability.,"Akhi Asma Akter, Mohammad Kazi Mehedi, Kamrujjaman Md",Acta tropica,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.533, ""has_github"": false, ""has_abstract"": true}"
1493,39224271,10.1016/j.heliyon.2024.e35749,Analysis of a stochastic,"Mediani Mhammed, Slama Abdeldjalil, Boudaoui Ahmed, Abdeljawad Thabet",Heliyon,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.36, ""has_github"": false, ""has_abstract"": false}"
1490,38551979,10.1371/journal.pcbi.1011640,Scalable gradients enable Hamiltonian Monte Carlo sampling for phylodynamic inference under episodic birth-death-sampling models.,"Shao Yucai, Magee Andrew F, Vasylyeva Tetyana I, Suchard Marc A",PLoS computational biology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
1489,39300498,10.1186/s13567-024-01365-z,Rewiring cattle movements to limit infection spread.,"Morel-Journel Thibaut, Ezanno Pauline, Vergu Elisabeta",Veterinary research,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
96,39097207,10.1016/j.gene.2024.148795,Modelling on COVID-19 control with double and booster-dose vaccination.,"Kalra Preety, Ali Shoket, Ocen Samuel",Gene,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
986,39281751,10.1101/2024.09.06.24313223,Development and calibration of a mathematical model of HIV outcomes among Rwandan adults: informing equitable achievement of targets in Rwanda.,"Kimmel April D, Pan Zhongzhe, Brazier Ellen, Murenzi Gad, Muhoza Benjamin, Yotebieng Marcel, Anastos Kathryn, Nash Denis",medRxiv : the preprint server for health sciences,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.742, ""has_github"": false, ""has_abstract"": true}"
1485,38070764,10.1016/j.mbs.2023.109108,Extinction in host-vector infection models and the role of heterogeneity.,"Clancy Damian, Stewart John J H",Mathematical biosciences,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
1484,38302803,10.1007/s11538-023-01249-x,Infectious Disease in the Workplace: Quantifying Uncertainty in Transmission.,"Hamley Jonathan I D, Beldi Guido, Sánchez-Taltavull Daniel",Bulletin of mathematical biology,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
1483,38658178,10.1080/21645515.2024.2338953,Modeling outbreaks of COVID-19 in China: The impact of vaccination and other control measures on curbing the epidemic.,"Zha Wenting, Ni Han, He Yuxi, Kuang Wentao, Zhao Jin, Fu Liuyi, Dai Haoyun, Lv Yuan et al.",Human vaccines & immunotherapeutics,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
27,38371875,10.1016/j.idm.2024.01.010,Mathematical modeling of contact tracing and stability analysis to inform its impact on disease outbreaks; an application to COVID-19.,"Ladib Mohamed, Ouhinou Aziz, Yakubu Abdul-Aziz",Infectious Disease Modelling,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.613, ""has_github"": false, ""has_abstract"": true}"
1200,37708908,10.1016/S1473-3099(23)00451-6,"Transmission dynamics and effect of control measures on the 2022 outbreak of mpox among gay, bisexual, and other men who have sex with men in England: a mathematical modelling study.","Zhang Xu-Sheng, Mandal Sema, Mohammed Hamish, Turner Charlie, Florence Isaac, Walker Josephine, Niyomsri Siwaporn, Amirthalingam Gayatri et al.",The Lancet. Infectious diseases,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.8, ""has_github"": false, ""has_abstract"": true}"
519,39550369,10.1038/s41598-024-73392-x,Analysis of a fractional order epidemiological model for tuberculosis transmission with vaccination and reinfection.,"Nandi Tanni Rani, Saha Amit Kumar, Roy Sudharonjon",Scientific reports,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.442, ""has_github"": false, ""has_abstract"": true}"
83,38991457,10.1016/j.epidem.2024.100781,COVID-19 in Scottish care homes: A metapopulation model of spread among residents and staff.,"Baister Matthew, McTaggart Ewan, McMenemy Paul, Megiddo Itamar, Kleczkowski Adam",Epidemics,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.44, ""has_github"": false, ""has_abstract"": true}"
965,39247366,10.1016/j.heliyon.2024.e35818,A conformable mathematical model of Ebola Virus Disease and its stability analysis.,"Abbas Nadeem, Zanib Syeda Alishwa, Ramzan Sehrish, Nazir Aqsa, Shatanawi Wasfi",Heliyon,2024,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.371, ""has_github"": false, ""has_abstract"": true}"
